"frame_id","page","frame_name","route","purpose","viewport","persona","state","source_requirements","interaction_notes","accessibility_notes","responsive_notes","backend_dependencies"
"QF-0239","14 — Persona system","Market Overview · Quant Operator · mobile-390","#/market","Quant Operator priority composition for Market Overview; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0240","14 — Persona system","Asset Rankings · Quant Operator · desktop-1440","#/asset-rankings","Quant Operator priority composition for Asset Rankings; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0241","14 — Persona system","Asset Rankings · Quant Operator · mobile-390","#/asset-rankings","Quant Operator priority composition for Asset Rankings; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0242","14 — Persona system","Asset Dossier · Quant Operator · desktop-1440","#/asset","Quant Operator priority composition for Asset Dossier; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0243","14 — Persona system","Asset Dossier · Quant Operator · mobile-390","#/asset","Quant Operator priority composition for Asset Dossier; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0244","14 — Persona system","Advanced Chart Studio · Quant Operator · desktop-1440","#/advanced-chart","Quant Operator priority composition for Advanced Chart Studio; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0245","14 — Persona system","Advanced Chart Studio · Quant Operator · mobile-390","#/advanced-chart","Quant Operator priority composition for Advanced Chart Studio; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0246","14 — Persona system","Decision Provenance · Quant Operator · desktop-1440","#/decision-provenance","Quant Operator priority composition for Decision Provenance; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Evidence, audit, methodology, and provider-status services."
"QF-0247","14 — Persona system","Decision Provenance · Quant Operator · mobile-390","#/decision-provenance","Quant Operator priority composition for Decision Provenance; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Evidence, audit, methodology, and provider-status services."
"QF-0248","14 — Persona system","News & Research · Quant Operator · desktop-1440","#/news-research","Quant Operator priority composition for News & Research; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0249","14 — Persona system","News & Research · Quant Operator · mobile-390","#/news-research","Quant Operator priority composition for News & Research; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0250","14 — Persona system","Portfolio Analytics · Quant Operator · desktop-1440","#/portfolio-analytics","Quant Operator priority composition for Portfolio Analytics; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0251","14 — Persona system","Portfolio Analytics · Quant Operator · mobile-390","#/portfolio-analytics","Quant Operator priority composition for Portfolio Analytics; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0252","14 — Persona system","Watchlists · Quant Operator · desktop-1440","#/watchlist","Quant Operator priority composition for Watchlists; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0253","14 — Persona system","Watchlists · Quant Operator · mobile-390","#/watchlist","Quant Operator priority composition for Watchlists; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0254","14 — Persona system","Screener Lab · Quant Operator · desktop-1440","#/screener-lab","Quant Operator priority composition for Screener Lab; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0255","14 — Persona system","Screener Lab · Quant Operator · mobile-390","#/screener-lab","Quant Operator priority composition for Screener Lab; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0256","14 — Persona system","Live Market Command · Quant Operator · desktop-1440","#/live-markets","Quant Operator priority composition for Live Market Command; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0257","14 — Persona system","Live Market Command · Quant Operator · mobile-390","#/live-markets","Quant Operator priority composition for Live Market Command; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0258","14 — Persona system","Trust Center · Quant Operator · desktop-1440","#/trust-center","Quant Operator priority composition for Trust Center; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Evidence, audit, methodology, and provider-status services."
"QF-0259","14 — Persona system","Trust Center · Quant Operator · mobile-390","#/trust-center","Quant Operator priority composition for Trust Center; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Evidence, audit, methodology, and provider-status services."
"QF-0260","14 — Persona system","Theme Personas · Quant Operator · desktop-1440","#/theme-personas","Quant Operator priority composition for Theme Personas; risk and provenance remain mandatory.","desktop-1440","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Layout preference service; visual fallback remains local."
"QF-0261","14 — Persona system","Theme Personas · Quant Operator · mobile-390","#/theme-personas","Quant Operator priority composition for Theme Personas; risk and provenance remain mandatory.","mobile-390","Quant Operator","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Layout preference service; visual fallback remains local."
"QF-0262","14 — Persona system","Market Overview · Research Oracle · desktop-1440","#/market","Research Oracle priority composition for Market Overview; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0263","14 — Persona system","Market Overview · Research Oracle · mobile-390","#/market","Research Oracle priority composition for Market Overview; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0264","14 — Persona system","Asset Rankings · Research Oracle · desktop-1440","#/asset-rankings","Research Oracle priority composition for Asset Rankings; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0265","14 — Persona system","Asset Rankings · Research Oracle · mobile-390","#/asset-rankings","Research Oracle priority composition for Asset Rankings; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0266","14 — Persona system","Asset Dossier · Research Oracle · desktop-1440","#/asset","Research Oracle priority composition for Asset Dossier; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0267","14 — Persona system","Asset Dossier · Research Oracle · mobile-390","#/asset","Research Oracle priority composition for Asset Dossier; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0268","14 — Persona system","Advanced Chart Studio · Research Oracle · desktop-1440","#/advanced-chart","Research Oracle priority composition for Advanced Chart Studio; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0269","14 — Persona system","Advanced Chart Studio · Research Oracle · mobile-390","#/advanced-chart","Research Oracle priority composition for Advanced Chart Studio; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0270","14 — Persona system","Decision Provenance · Research Oracle · desktop-1440","#/decision-provenance","Research Oracle priority composition for Decision Provenance; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Evidence, audit, methodology, and provider-status services."
"QF-0271","14 — Persona system","Decision Provenance · Research Oracle · mobile-390","#/decision-provenance","Research Oracle priority composition for Decision Provenance; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Evidence, audit, methodology, and provider-status services."
"QF-0272","14 — Persona system","News & Research · Research Oracle · desktop-1440","#/news-research","Research Oracle priority composition for News & Research; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0273","14 — Persona system","News & Research · Research Oracle · mobile-390","#/news-research","Research Oracle priority composition for News & Research; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0274","14 — Persona system","Portfolio Analytics · Research Oracle · desktop-1440","#/portfolio-analytics","Research Oracle priority composition for Portfolio Analytics; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0275","14 — Persona system","Portfolio Analytics · Research Oracle · mobile-390","#/portfolio-analytics","Research Oracle priority composition for Portfolio Analytics; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0276","14 — Persona system","Watchlists · Research Oracle · desktop-1440","#/watchlist","Research Oracle priority composition for Watchlists; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0277","14 — Persona system","Watchlists · Research Oracle · mobile-390","#/watchlist","Research Oracle priority composition for Watchlists; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0278","14 — Persona system","Screener Lab · Research Oracle · desktop-1440","#/screener-lab","Research Oracle priority composition for Screener Lab; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0279","14 — Persona system","Screener Lab · Research Oracle · mobile-390","#/screener-lab","Research Oracle priority composition for Screener Lab; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0280","14 — Persona system","Live Market Command · Research Oracle · desktop-1440","#/live-markets","Research Oracle priority composition for Live Market Command; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0281","14 — Persona system","Live Market Command · Research Oracle · mobile-390","#/live-markets","Research Oracle priority composition for Live Market Command; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0282","14 — Persona system","Trust Center · Research Oracle · desktop-1440","#/trust-center","Research Oracle priority composition for Trust Center; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Evidence, audit, methodology, and provider-status services."
"QF-0283","14 — Persona system","Trust Center · Research Oracle · mobile-390","#/trust-center","Research Oracle priority composition for Trust Center; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Evidence, audit, methodology, and provider-status services."
"QF-0284","14 — Persona system","Theme Personas · Research Oracle · desktop-1440","#/theme-personas","Research Oracle priority composition for Theme Personas; risk and provenance remain mandatory.","desktop-1440","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Layout preference service; visual fallback remains local."
"QF-0285","14 — Persona system","Theme Personas · Research Oracle · mobile-390","#/theme-personas","Research Oracle priority composition for Theme Personas; risk and provenance remain mandatory.","mobile-390","Research Oracle","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Layout preference service; visual fallback remains local."
"QF-0286","14 — Persona system","Market Overview · Signal Access · desktop-1440","#/market","Signal Access priority composition for Market Overview; risk and provenance remain mandatory.","desktop-1440","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0287","14 — Persona system","Market Overview · Signal Access · mobile-390","#/market","Signal Access priority composition for Market Overview; risk and provenance remain mandatory.","mobile-390","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0288","14 — Persona system","Asset Rankings · Signal Access · desktop-1440","#/asset-rankings","Signal Access priority composition for Asset Rankings; risk and provenance remain mandatory.","desktop-1440","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0289","14 — Persona system","Asset Rankings · Signal Access · mobile-390","#/asset-rankings","Signal Access priority composition for Asset Rankings; risk and provenance remain mandatory.","mobile-390","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0290","14 — Persona system","Asset Dossier · Signal Access · desktop-1440","#/asset","Signal Access priority composition for Asset Dossier; risk and provenance remain mandatory.","desktop-1440","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0291","14 — Persona system","Asset Dossier · Signal Access · mobile-390","#/asset","Signal Access priority composition for Asset Dossier; risk and provenance remain mandatory.","mobile-390","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0292","14 — Persona system","Advanced Chart Studio · Signal Access · desktop-1440","#/advanced-chart","Signal Access priority composition for Advanced Chart Studio; risk and provenance remain mandatory.","desktop-1440","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0293","14 — Persona system","Advanced Chart Studio · Signal Access · mobile-390","#/advanced-chart","Signal Access priority composition for Advanced Chart Studio; risk and provenance remain mandatory.","mobile-390","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0294","14 — Persona system","Decision Provenance · Signal Access · desktop-1440","#/decision-provenance","Signal Access priority composition for Decision Provenance; risk and provenance remain mandatory.","desktop-1440","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities alter order, density, horizon, and emphasis.","Evidence, audit, methodology, and provider-status services."
"QF-0295","14 — Persona system","Decision Provenance · Signal Access · mobile-390","#/decision-provenance","Signal Access priority composition for Decision Provenance; risk and provenance remain mandatory.","mobile-390","Signal Access","persona-priority","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Persona priorities collapse to an essential ordered stack.","Evidence, audit, methodology, and provider-status services."
