feature_id,domain,capability,feature,priority,status,evidence,truth_boundary,test_evidence,acceptance_coverage,production_dependency
QF-0144,Public Discovery,News Hub,sentiment,P1,partial-local-contract,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0145,Public Discovery,News Hub,saved searches,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0146,Public Discovery,News Hub,alerts,P2,production-deferred,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs","Personalization, favorites, alerts or reading lists require additional identity/product workflow implementation.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,Not represented as working production capability; explicit disabled/deferred boundary retained.,Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0147,Public Discovery,Research Hub,Research collections,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#researchArticles,research","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0148,Public Discovery,Research Hub,analyst notes,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#researchArticles,research","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0149,Public Discovery,Research Hub,filings,P1,partial-local-contract,"src/discovery/discovery-service.mjs#researchArticles,research","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0150,Public Discovery,Research Hub,themes,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#researchArticles,research","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0151,Public Discovery,Research Hub,authors,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#researchArticles,research","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0152,Public Discovery,Research Hub,cited insights,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#researchArticles,research","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0153,Public Discovery,Research Hub,reading lists,P2,production-deferred,"src/discovery/discovery-service.mjs#researchArticles,research","Personalization, favorites, alerts or reading lists require additional identity/product workflow implementation.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,Not represented as working production capability; explicit disabled/deferred boundary retained.,Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0154,Public Discovery,Research Article,Article body,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0155,Public Discovery,Research Article,citations,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0156,Public Discovery,Research Article,figures,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0157,Public Discovery,Research Article,related assets,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0158,Public Discovery,Research Article,author,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0159,Public Discovery,Research Article,methodology,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0160,Public Discovery,Research Article,version,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0161,Public Discovery,Research Article,comments,P2,production-deferred,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,Comments and export are explicitly disabled in article responses.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,Not represented as working production capability; explicit disabled/deferred boundary retained.,Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0162,Public Discovery,Research Article,export,P2,production-deferred,src/discovery/discovery-service.mjs#article; apps/web/public/assets/app.js#renderResearchArticle,Comments and export are explicitly disabled in article responses.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,Not represented as working production capability; explicit disabled/deferred boundary retained.,Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0163,Public Discovery,Search Results,"Universal search results across assets, venues, people, research, commands and settings",P0,partial-local-contract,"src/discovery/discovery-service.mjs#search,suggestions; apps/web/public/assets/app.js#renderSearch","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0164,Public Discovery,Methodology,"Ranking, pricing, liquidity, risk, AI and data-quality methodologies",P0,partial-local-contract,"src/discovery/discovery-service.mjs#methodologies,methodology","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0165,Public Discovery,Methodology,version history,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#methodologies,methodology","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0166,Public Discovery,Data Coverage,Provider coverage,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0167,Public Discovery,Data Coverage,asset classes,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0168,Public Discovery,Data Coverage,regions,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0169,Public Discovery,Data Coverage,history depth,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0170,Public Discovery,Data Coverage,delays,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0171,Public Discovery,Data Coverage,outages,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0172,Public Discovery,Data Coverage,licenses,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0173,Public Discovery,Data Coverage,quality scores,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#coverage,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0174,Public Discovery,Status and Trust,Platform uptime,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#platformStatus,status; apps/web/public/assets/app.js#renderTrustCenter","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0175,Public Discovery,Status and Trust,provider health,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#platformStatus,status; apps/web/public/assets/app.js#renderTrustCenter","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0176,Public Discovery,Status and Trust,incidents,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#platformStatus,status; apps/web/public/assets/app.js#renderTrustCenter","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0177,Public Discovery,Status and Trust,maintenance,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#platformStatus,status; apps/web/public/assets/app.js#renderTrustCenter","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0178,Public Discovery,Status and Trust,security notices,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#platformStatus,status; apps/web/public/assets/app.js#renderTrustCenter","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0179,Public Discovery,Status and Trust,audit attestations,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#platformStatus,status; apps/web/public/assets/app.js#renderTrustCenter","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
