feature_id,area,capability,status,evidence,truth_boundary,production_gate
P21-201,Database migration architecture,Search-index migration,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-202,Database migration architecture,Event-broker migration,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-203,Database migration architecture,Redis migration,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-204,Database migration architecture,Object-storage migration,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-205,Database migration architecture,Dual-write phase,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-206,Database migration architecture,Backfill workers,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-207,Database migration architecture,Cutover dashboard,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-208,Database migration architecture,Rollback automation,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
P21-209,Database migration architecture,Production database connection,production-deferred,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,The downloadable package cannot alter production infrastructure.,"Explicit operator approval, credentials, environment access and change management"
P21-210,Database migration architecture,Automatic migration execution,production-deferred,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,The downloadable package cannot alter production infrastructure.,"Explicit operator approval, credentials, environment access and change management"
P21-211,Database migration architecture,Production rollback execution,production-deferred,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,The downloadable package cannot alter production infrastructure.,"Explicit operator approval, credentials, environment access and change management"
P21-212,Database migration architecture,Backup restore execution,production-deferred,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,The downloadable package cannot alter production infrastructure.,"Explicit operator approval, credentials, environment access and change management"
P21-213,Database migration architecture,Distributed lock execution,production-deferred,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,The downloadable package cannot alter production infrastructure.,"Explicit operator approval, credentials, environment access and change management"
P21-214,Platform and validation,Part 21 central route manifest,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-215,Platform and validation,Part 21 runtime composition,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-216,Platform and validation,Part 21 runtime schema enforcement,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-217,Platform and validation,Part 21 contract endpoint,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-218,Platform and validation,Part 21 health truth boundary,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-219,Platform and validation,Part 21 readiness metadata,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-220,Platform and validation,Part 21 configuration metadata,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-221,Platform and validation,Part 21 unit tests,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-222,Platform and validation,Part 21 API integration tests,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-223,Platform and validation,Part 21 modular frontend routes,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-224,Platform and validation,Session-bound CSRF on new mutations,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-225,Platform and validation,Idempotency on new mutations,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-226,Platform and validation,Audit events on new state stores,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-227,Platform and validation,Production identity isolation retained,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-228,Platform and validation,Dangerous financial routes absent,implemented-local-foundation,src/server/route-manifest.mjs; src/server/runtime.mjs; src/server/server.mjs; tests/part21-onboarding-automation-attribution.test.mjs,"Local validation evidence does not prove production security, scale or compliance.","Independent security review, performance testing, production deployment and operational validation"
P21-229,Platform and validation,Multi-browser certification,partial-local-contract,scripts/browser-render.py; scripts/accessibility-check.py; packages/contracts/onboarding-automation-attribution.contract.json,Automated local regression exists; independent certification and production-scale validation do not.,"Independent audit, browser matrix, load environment and production telemetry"
P21-230,Platform and validation,Independent WCAG audit,partial-local-contract,scripts/browser-render.py; scripts/accessibility-check.py; packages/contracts/onboarding-automation-attribution.contract.json,Automated local regression exists; independent certification and production-scale validation do not.,"Independent audit, browser matrix, load environment and production telemetry"
P21-231,Platform and validation,Load testing,partial-local-contract,scripts/browser-render.py; scripts/accessibility-check.py; packages/contracts/onboarding-automation-attribution.contract.json,Automated local regression exists; independent certification and production-scale validation do not.,"Independent audit, browser matrix, load environment and production telemetry"
P21-232,Platform and validation,Chaos testing,partial-local-contract,scripts/browser-render.py; scripts/accessibility-check.py; packages/contracts/onboarding-automation-attribution.contract.json,Automated local regression exists; independent certification and production-scale validation do not.,"Independent audit, browser matrix, load environment and production telemetry"
P21-233,Platform and validation,Mutation testing,partial-local-contract,scripts/browser-render.py; scripts/accessibility-check.py; packages/contracts/onboarding-automation-attribution.contract.json,Automated local regression exists; independent certification and production-scale validation do not.,"Independent audit, browser matrix, load environment and production telemetry"
P21-234,Platform and validation,Production observability alerts,partial-local-contract,scripts/browser-render.py; scripts/accessibility-check.py; packages/contracts/onboarding-automation-attribution.contract.json,Automated local regression exists; independent certification and production-scale validation do not.,"Independent audit, browser matrix, load environment and production telemetry"
P21-235,Platform and validation,Live trading,production-deferred,src/server/server.mjs; .env.example,High-risk financial and custody actions remain absent.,"Regulatory, custody, security and operational programs"
P21-236,Platform and validation,Transfers,production-deferred,src/server/server.mjs; .env.example,High-risk financial and custody actions remain absent.,"Regulatory, custody, security and operational programs"
P21-237,Platform and validation,Withdrawals,production-deferred,src/server/server.mjs; .env.example,High-risk financial and custody actions remain absent.,"Regulatory, custody, security and operational programs"
P21-238,Platform and validation,Private-key custody,production-deferred,src/server/server.mjs; .env.example,High-risk financial and custody actions remain absent.,"Regulatory, custody, security and operational programs"
P21-239,Platform and validation,Recovery-phrase custody,production-deferred,src/server/server.mjs; .env.example,High-risk financial and custody actions remain absent.,"Regulatory, custody, security and operational programs"
