feature_id,domain_id,domain,capability,aliases,status,frontend_status,backend_status,data_status,persistence_status,security_status,provider,route,api,database_entity,event_worker,tests,evidence,blocker,dependency,target_wave,owner,user_value,risk,effort,release_scope,public_beta_safe,last_verified,source_commit,notes
F-D13-percentage-alerts,D13,ALERTS AND NOTIFICATIONS,percentage alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-volume-alerts,D13,ALERTS AND NOTIFICATIONS,volume alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-volatility-alerts,D13,ALERTS AND NOTIFICATIONS,volatility alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_1,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-technical-alerts,D13,ALERTS AND NOTIFICATIONS,technical alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-fundamentals-alerts,D13,ALERTS AND NOTIFICATIONS,fundamentals alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-news-alerts,D13,ALERTS AND NOTIFICATIONS,news alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-event-alerts,D13,ALERTS AND NOTIFICATIONS,event alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-filing-alerts,D13,ALERTS AND NOTIFICATIONS,filing alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-earnings-alerts,D13,ALERTS AND NOTIFICATIONS,earnings alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-portfolio-alerts,D13,ALERTS AND NOTIFICATIONS,portfolio alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-risk-alerts,D13,ALERTS AND NOTIFICATIONS,risk alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-liquidation-alerts,D13,ALERTS AND NOTIFICATIONS,liquidation alerts,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_3,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-whale-alerts,D13,ALERTS AND NOTIFICATIONS,whale alerts,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_7,unassigned,MEDIUM,MEDIUM,PROGRAM,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-on-chain-alerts,D13,ALERTS AND NOTIFICATIONS,on-chain alerts,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,SECURITY,WAVE_7,unassigned,HIGH,HIGH,PROGRAM,PUBLIC_BETA_MUST,conditional,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-paper-trading-alerts,D13,ALERTS AND NOTIFICATIONS,paper-trading alerts,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,SECURITY,WAVE_3,unassigned,MEDIUM,HIGH,L,POST_BETA,conditional,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-email,D13,ALERTS AND NOTIFICATIONS,email,D21:PLATFORM FOUNDATION,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,SECURITY,WAVE_2,unassigned,MEDIUM,HIGH,L,POST_BETA,conditional,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-push,D13,ALERTS AND NOTIFICATIONS,push,"D26:MOBILE, PWA AND DESKTOP",PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-sms-where-approved,D13,ALERTS AND NOTIFICATIONS,SMS where approved,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-webhooks,D13,ALERTS AND NOTIFICATIONS,webhooks,D17:DEVELOPER PLATFORM AND SDK|D21:PLATFORM FOUNDATION,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-digest,D13,ALERTS AND NOTIFICATIONS,digest,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-quiet-hours,D13,ALERTS AND NOTIFICATIONS,quiet hours,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-delivery-history,D13,ALERTS AND NOTIFICATIONS,delivery history,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D13-retry,D13,ALERTS AND NOTIFICATIONS,retry.,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-registration,D14,IDENTITY AND USER,registration,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-login,D14,IDENTITY AND USER,login,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-logout,D14,IDENTITY AND USER,logout,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-verification,D14,IDENTITY AND USER,verification,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-password-reset,D14,IDENTITY AND USER,password reset,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-recovery,D14,IDENTITY AND USER,recovery,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-mfa,D14,IDENTITY AND USER,MFA,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-passkeys,D14,IDENTITY AND USER,passkeys,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-sessions,D14,IDENTITY AND USER,sessions,D19:INSTRUMENT MASTER AND REFERENCE DATA,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,FOUNDATION,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-devices,D14,IDENTITY AND USER,devices,,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,FOUNDATION,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-profile,D14,IDENTITY AND USER,profile,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-preferences,D14,IDENTITY AND USER,preferences,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-timezone,D14,IDENTITY AND USER,timezone,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-language,D14,IDENTITY AND USER,language,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-privacy,D14,IDENTITY AND USER,privacy,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-data-export,D14,IDENTITY AND USER,data export,D23:SECURITY AND PRIVACY,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,FOUNDATION,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-deletion,D14,IDENTITY AND USER,deletion,D23:SECURITY AND PRIVACY,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-organizations,D14,IDENTITY AND USER,organizations,D15:ENTERPRISE GOVERNANCE,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,FOUNDATION,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-workspaces,D14,IDENTITY AND USER,workspaces,D15:ENTERPRISE GOVERNANCE,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,FOUNDATION,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-invitations,D14,IDENTITY AND USER,invitations,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D14-roles,D14,IDENTITY AND USER,roles,D15:ENTERPRISE GOVERNANCE,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,FOUNDATION,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
