"stable_id","name","category","version","implementation_version","created_at","aliases","input_schema","output_schema","units","assumptions","invalid_input_behavior","numerical_method","reference_source","reference_vector_status","property_test_status","fuzz_status","parity_status","performance_status","security_status","product_truth","detail_route","provenance_status"
"fresh-option-leverage","Option Effective Leverage","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""delta"",""spot"",""optionPrice""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","option-leverage","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-option-leverage","FRESH_REIMPLEMENTATION_2026"
"fresh-put-call-parity-gap","Put-Call Parity Gap","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""callPrice"",""putPrice"",""spot"",""strike"",""riskFreeRate"",""years""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","parity-gap","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-put-call-parity-gap","FRESH_REIMPLEMENTATION_2026"
"fresh-fx-cross-rate","FX Cross Rate","foreign-exchange","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""baseQuote"",""crossQuote""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","cross-rate","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-fx-cross-rate","FRESH_REIMPLEMENTATION_2026"
"fresh-fx-forward-points","FX Forward Points","foreign-exchange","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""forwardRate"",""spotRate"",""pointSize""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","forward-points","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-fx-forward-points","FRESH_REIMPLEMENTATION_2026"
"fresh-fx-pip-change","FX Pip Change","foreign-exchange","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""entryRate"",""exitRate"",""pipSize""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","pip-change","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-fx-pip-change","FRESH_REIMPLEMENTATION_2026"
"fresh-fx-position-notional","FX Position Notional","foreign-exchange","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""units"",""price""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","position-notional","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-fx-position-notional","FRESH_REIMPLEMENTATION_2026"
"fresh-token-market-cap","Token Market Capitalization","crypto-arithmetic","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""price"",""circulatingSupply""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","market-cap","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-token-market-cap","FRESH_REIMPLEMENTATION_2026"
"fresh-token-fully-diluted-valuation","Token Fully Diluted Valuation","crypto-arithmetic","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""price"",""maxSupply""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","fdv","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-token-fully-diluted-valuation","FRESH_REIMPLEMENTATION_2026"
"fresh-staking-reward-simple","Simple Staking Reward","crypto-arithmetic","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""principal"",""annualRate"",""years""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","staking-reward","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-staking-reward-simple","FRESH_REIMPLEMENTATION_2026"
"fresh-validator-yield-net","Net Validator Yield","crypto-arithmetic","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""grossYield"",""commissionRate"",""operatingCostRate""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","validator-yield","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-validator-yield-net","FRESH_REIMPLEMENTATION_2026"
"fresh-gross-exposure","Gross Exposure","position-exposure","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""positions""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","gross-exposure","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-gross-exposure","FRESH_REIMPLEMENTATION_2026"
"fresh-net-exposure","Net Exposure","position-exposure","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""positions""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","net-exposure","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-net-exposure","FRESH_REIMPLEMENTATION_2026"
"fresh-exposure-to-equity","Exposure to Equity","position-exposure","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""exposure"",""equity""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","exposure-ratio","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-exposure-to-equity","FRESH_REIMPLEMENTATION_2026"
"fresh-turnover-rate","Portfolio Turnover Rate","position-exposure","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""tradedValue"",""averagePortfolioValue""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","turnover","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-turnover-rate","FRESH_REIMPLEMENTATION_2026"
"fresh-fee-inclusive-return","Fee-Inclusive Return","cost-fee-tax","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""startingValue"",""endingValue"",""fees""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","fee-inclusive-return","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-fee-inclusive-return","FRESH_REIMPLEMENTATION_2026"
"fresh-india-tax-gross-up","User-Entered India Tax Gross-Up","india-finance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""netAmount"",""taxRate""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","tax-gross-up","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-india-tax-gross-up","FRESH_REIMPLEMENTATION_2026"
"fresh-enterprise-value","Enterprise Value","accounting-valuation","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""marketCap"",""debt"",""preferredStock"",""minorityInterest"",""cash""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","enterprise-value","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-enterprise-value","FRESH_REIMPLEMENTATION_2026"
"fresh-binomial-probability","Binomial Probability","probability-distribution","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""trials"",""successes"",""probability""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","binomial-probability","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-binomial-probability","FRESH_REIMPLEMENTATION_2026"
"fresh-scenario-pnl","Scenario P&L","scenario-stress","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""positionValue"",""shockPercent"",""cashFlow""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","scenario-pnl","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-scenario-pnl","FRESH_REIMPLEMENTATION_2026"
"fresh-min-max-normalize","Min-Max Normalize","data-normalization","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""value"",""minimum"",""maximum""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","minmax","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-min-max-normalize","FRESH_REIMPLEMENTATION_2026"
