action_id,route_module,line,control_type,label,action_token,event_handler_status,backend_calls,state_mutation,persistence,success_state,error_state,audit_event,accessibility_name,risk,source_commit
ACTION-0174,apps/web/public/assets/routes/staging-assurance.mjs,5,button,Run concurrency exercise,Run concurrency exercise,HANDLER_BOUND,/api/v1/platform/assurance | /api/v1/platform/assurance/backup-restore | /api/v1/platform/assurance/concurrency | /api/v1/platform/assurance/delivery-sandbox | /api/v1/platform/staging-manifest,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Run concurrency exercise,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0175,apps/web/public/assets/routes/staging-assurance.mjs,5,button,Run backup/restore drill,Run backup/restore drill,HANDLER_BOUND,/api/v1/platform/assurance | /api/v1/platform/assurance/backup-restore | /api/v1/platform/assurance/concurrency | /api/v1/platform/assurance/delivery-sandbox | /api/v1/platform/staging-manifest,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Run backup/restore drill,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0176,apps/web/public/assets/routes/staging-assurance.mjs,5,button,Verify delivery sandbox,Verify delivery sandbox,HANDLER_BOUND,/api/v1/platform/assurance | /api/v1/platform/assurance/backup-restore | /api/v1/platform/assurance/concurrency | /api/v1/platform/assurance/delivery-sandbox | /api/v1/platform/staging-manifest,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Verify delivery sandbox,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0177,apps/web/public/assets/routes/secure-import-vault.mjs,3,button,Scan and store,Scan and store,DEAD_OR_DECORATIVE,/api/v1/secure-imports,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Scan and store,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0178,apps/web/public/assets/routes/onboarding.mjs,5,button,Save progress,save,HANDLER_BOUND,/api/v1/onboarding/catalog | /api/v1/onboarding/complete | /api/v1/onboarding/profile,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Save progress,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0179,apps/web/public/assets/routes/onboarding.mjs,5,button,Complete onboarding,complete,HANDLER_BOUND,/api/v1/onboarding/catalog | /api/v1/onboarding/complete | /api/v1/onboarding/profile,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Complete onboarding,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0180,apps/web/public/assets/routes/asset-rankings-table.mjs,19,button,${icon(watched?'starFilled':'star')},${watched?,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${watched?,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0181,apps/web/public/assets/routes/asset-rankings-table.mjs,33,button,${icon('explain')},"Explain ${safe(row.symbol,escapeHtml)} move",DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"Explain ${safe(row.symbol,escapeHtml)} move",dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0182,apps/web/public/assets/routes/asset-rankings-table.mjs,45,button,${icon('filter')} Filters,${icon('filter')} Filters,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('filter')} Filters,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0183,apps/web/public/assets/routes/asset-rankings-table.mjs,46,button,${icon('columns')} Columns,${icon('columns')} Columns,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('columns')} Columns,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0184,apps/web/public/assets/routes/asset-rankings-table.mjs,48,button,${icon('download')} Export,${icon('download')} Export,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('download')} Export,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0185,apps/web/public/assets/routes/asset-rankings-table.mjs,52,button,${label},${label},DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${label},dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0186,apps/web/public/assets/routes/asset-rankings-table.mjs,56,button,${icon('close')},Close column manager,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close column manager,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0187,apps/web/public/assets/routes/asset-rankings-table.mjs,60,button,,Close filters,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close filters,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0188,apps/web/public/assets/routes/asset-rankings-table.mjs,62,button,${icon('close')},Close filters,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close filters,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0189,apps/web/public/assets/routes/asset-rankings-table.mjs,66,button,Reset,Reset,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Reset,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0190,apps/web/public/assets/routes/asset-rankings-table.mjs,66,button,Apply filters,Apply filters,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Apply filters,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0191,apps/web/public/assets/routes/asset-rankings-table.mjs,86,button,"${safe(row.symbol.slice(0,2),escapeHtml)} ${safe(row.name,escapeHtml)} #${row.rank} · ${safe(row.symbol,escapeHtml)}","${safe(row.symbol.slice(0,2),escapeHtml)} ${safe(row.name,escapeHtml)} #${row.rank} · ${safe(row.symbol,escapeHtml)}",DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"${safe(row.symbol.slice(0,2),escapeHtml)} ${safe(row.name,escapeHtml)} #${row.rank} · ${safe(row.symbol,escapeHtml)}",dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0192,apps/web/public/assets/routes/asset-rankings-table.mjs,88,button,${icon(watched?'starFilled':'star')},${watched?,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${watched?,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0193,apps/web/public/assets/routes/asset-rankings-table.mjs,91,button,${icon('explain')} Explain this move,${icon('explain')} Explain this move,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('explain')} Explain this move,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0194,apps/web/public/assets/routes/event-calendar.mjs,2,button,Open filings,filings,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/event-calendar?from=2026-07-01&to=2026-12-31,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open filings,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0195,apps/web/public/assets/routes/event-calendar.mjs,2,button,Open chart,chart,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/event-calendar?from=2026-07-01&to=2026-12-31,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open chart,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0196,apps/web/public/assets/routes/workspace-watchlist.mjs,7,button,Alert rules,alerts,HANDLER_BOUND,/api/v1/workspace/watchlists | /api/v1/workspace/watchlists/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Alert rules,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0197,apps/web/public/assets/routes/workspace-watchlist.mjs,7,button,New watchlist,create-list,HANDLER_BOUND,/api/v1/workspace/watchlists | /api/v1/workspace/watchlists/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,New watchlist,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0198,apps/web/public/assets/routes/workspace-watchlist.mjs,9,button,Add asset,add-item,HANDLER_BOUND,/api/v1/workspace/watchlists | /api/v1/workspace/watchlists/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Add asset,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0199,apps/web/public/assets/routes/workspace-watchlist.mjs,11,button,Remove,Remove,HANDLER_BOUND,/api/v1/workspace/watchlists | /api/v1/workspace/watchlists/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Remove,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0200,apps/web/public/assets/routes/research-history.mjs,3,button,Capture checkpoint,capture,HANDLER_BOUND,/api/v1/research/workspaces | /api/v1/research/workspaces/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Capture checkpoint,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0201,apps/web/public/assets/routes/research-history.mjs,5,button,Restore,Restore,HANDLER_BOUND,/api/v1/research/workspaces | /api/v1/research/workspaces/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Restore,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0202,apps/web/public/assets/routes/decision-provenance.mjs,10,button,Open market,market,HANDLER_BOUND,/api/v1/evidence/explain-move | /api/v1/evidence/graphs | /api/v1/evidence/graphs/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open market,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0203,apps/web/public/assets/routes/decision-provenance.mjs,10,button,Export evidence,export,HANDLER_BOUND,/api/v1/evidence/explain-move | /api/v1/evidence/graphs | /api/v1/evidence/graphs/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Export evidence,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0204,apps/web/public/assets/routes/decision-provenance.mjs,13,button,${isDemo?'Backend unavailable':'Create evidence package'},create,HANDLER_BOUND,/api/v1/evidence/explain-move | /api/v1/evidence/graphs | /api/v1/evidence/graphs/${encodeURIComponent,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${isDemo?'Backend unavailable':'Create evidence package'},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0205,apps/web/public/assets/routes/passkey-center.mjs,4,button,Register passkey,Register passkey,HANDLER_BOUND,/api/v1/auth/passkeys | /api/v1/auth/passkeys/${encodeURIComponent | /api/v1/auth/passkeys/register/options | /api/v1/auth/passkeys/register/verify,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Register passkey,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0206,apps/web/public/assets/routes/passkey-center.mjs,4,button,Revoke,Revoke,HANDLER_BOUND,/api/v1/auth/passkeys | /api/v1/auth/passkeys/${encodeURIComponent | /api/v1/auth/passkeys/register/options | /api/v1/auth/passkeys/register/verify,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Revoke,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0207,apps/web/public/assets/routes/quarantine-review.mjs,4,button,Place in quarantine,Place in quarantine,HANDLER_BOUND,/api/v1/secure-imports/${encodeURIComponent | /api/v1/secure-imports/quarantine,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Place in quarantine,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0208,apps/web/public/assets/routes/quarantine-review.mjs,4,button,Rescan,Rescan,HANDLER_BOUND,/api/v1/secure-imports/${encodeURIComponent | /api/v1/secure-imports/quarantine,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Rescan,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0209,apps/web/public/assets/routes/quarantine-review.mjs,4,button,Discard,Discard,HANDLER_BOUND,/api/v1/secure-imports/${encodeURIComponent | /api/v1/secure-imports/quarantine,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Discard,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0210,apps/web/public/assets/routes/asset-rankings-chart.mjs,69,button,${icon('candlestick')} Candles,${icon('candlestick')} Candles,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('candlestick')} Candles,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0211,apps/web/public/assets/routes/asset-rankings-chart.mjs,70,button,${icon('line')} Line,${icon('line')} Line,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('line')} Line,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0212,apps/web/public/assets/routes/asset-rankings-chart.mjs,71,button,Area,Area,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Area,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0213,apps/web/public/assets/routes/asset-rankings-chart.mjs,74,button,${item},${item},DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${item},dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0214,apps/web/public/assets/routes/asset-rankings-chart.mjs,76,button,Linear,Linear,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Linear,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0215,apps/web/public/assets/routes/asset-rankings-chart.mjs,89,button,${icon('explain')} Explain this move,${icon('explain')} Explain this move,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon('explain')} Explain this move,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0216,apps/web/public/assets/routes/about-qelly.mjs,1,button,Explore feature universe,view-universe,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Explore feature universe,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0217,apps/web/public/assets/routes/about-qelly.mjs,1,button,Enter live markets,open-live,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Enter live markets,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0218,apps/web/public/assets/routes/about-qelly.mjs,1,button,Launch market command,open-live-2,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Launch market command,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0219,apps/web/public/assets/routes/about-qelly.mjs,1,button,Choose your persona,open-personas,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Choose your persona,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0220,apps/web/public/assets/routes/about-qelly.mjs,1,button,Start with Discovery,start-qelly,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Start with Discovery,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0221,apps/web/public/assets/routes/account-session.mjs,7,button,Rotate session,Rotate session,DEAD_OR_DECORATIVE,/api/v1/auth/logout | /api/v1/auth/refresh | /api/v1/auth/status | /api/v1/jobs | /api/v1/jobs/notifications | /api/v1/production-foundation/status | /api/v1/production-notifications | /api/v1/sessions,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Rotate session,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0222,apps/web/public/assets/routes/account-session.mjs,7,button,Secure logout,Secure logout,DEAD_OR_DECORATIVE,/api/v1/auth/logout | /api/v1/auth/refresh | /api/v1/auth/status | /api/v1/jobs | /api/v1/jobs/notifications | /api/v1/production-foundation/status | /api/v1/production-notifications | /api/v1/sessions,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Secure logout,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0223,apps/web/public/assets/routes/account-session.mjs,7,button,Queue notification job,Queue notification job,FORM_SUBMIT,/api/v1/auth/logout | /api/v1/auth/refresh | /api/v1/auth/status | /api/v1/jobs | /api/v1/jobs/notifications | /api/v1/production-foundation/status | /api/v1/production-notifications | /api/v1/sessions,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Queue notification job,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0224,apps/web/public/assets/routes/secret-rotation.mjs,5,button,Rewrap to active key,Rewrap to active key,HANDLER_BOUND,/api/v1/security/secret-protection/rewrap | /api/v1/security/secret-protection/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Rewrap to active key,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0225,apps/web/public/assets/routes/formula-screener.mjs,3,button,Evaluate formula,run,HANDLER_BOUND,/api/v1/screeners/formulas/catalog | /api/v1/screeners/formulas/run,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Evaluate formula,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0226,apps/web/public/assets/routes/asset-rankings-premium.mjs,77,button,"${index+1}. ${row.symbol} OI ${percent(row.oiChange)} · funding ${percent(row.funding,4)} $${compactNumber(row.openInterest)}","${index+1}. ${row.symbol} OI ${percent(row.oiChange)} · funding ${percent(row.funding,4)} $${compactNumber(row.openInterest)}",DEAD_OR_DECORATIVE,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"${index+1}. ${row.symbol} OI ${percent(row.oiChange)} · funding ${percent(row.funding,4)} $${compactNumber(row.openInterest)}",dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0227,apps/web/public/assets/routes/asset-rankings-premium.mjs,88,button,Review boundary,Review boundary,DEAD_OR_DECORATIVE,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Review boundary,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0228,apps/web/public/assets/routes/asset-rankings-premium.mjs,93,button,,Close explanation,DEAD_OR_DECORATIVE,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close explanation,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0229,apps/web/public/assets/routes/asset-rankings-premium.mjs,94,button,${icon('close')},Close explanation,DEAD_OR_DECORATIVE,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close explanation,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0230,apps/web/public/assets/routes/asset-rankings-premium.mjs,105,button,Export evidence package,Export evidence package,DEAD_OR_DECORATIVE,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Export evidence package,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0231,apps/web/public/assets/routes/asset-rankings-premium.mjs,105,button,Open Decision Provenance,Open Decision Provenance,DEAD_OR_DECORATIVE,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open Decision Provenance,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0232,apps/web/public/assets/routes/asset-rankings-premium.mjs,134,button,${icon(iconName)} ${label},${icon(iconName)} ${label},HANDLER_BOUND,/api/v1/public/markets/assets?sort=change&direction=desc,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${icon(iconName)} ${label},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0233,apps/web/public/assets/routes/import-center.mjs,3,button,Preview import,preview,HANDLER_BOUND,/api/v1/imports | /api/v1/imports/commit | /api/v1/imports/preview | /api/v1/imports/templates,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Preview import,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0234,apps/web/public/assets/routes/import-center.mjs,3,button,Stage import,commit,HANDLER_BOUND,/api/v1/imports | /api/v1/imports/commit | /api/v1/imports/preview | /api/v1/imports/templates,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Stage import,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0235,apps/web/public/assets/routes/security-setup.mjs,3,button,Begin authenticator enrollment,Begin authenticator enrollment,DEAD_OR_DECORATIVE,/api/v1/auth/mfa/confirm | /api/v1/auth/mfa/enroll | /api/v1/auth/mfa/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Begin authenticator enrollment,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0236,apps/web/public/assets/routes/security-setup.mjs,4,button,Confirm MFA,Confirm MFA,DEAD_OR_DECORATIVE,/api/v1/auth/mfa/confirm | /api/v1/auth/mfa/enroll | /api/v1/auth/mfa/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Confirm MFA,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0237,apps/web/public/assets/routes/alert-center.mjs,4,button,Notifications (${notifications.unreadCount}),notifications,HANDLER_BOUND,/api/v1/alerts/evaluate | /api/v1/alerts/rules | /api/v1/notifications?status=unread,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Notifications (${notifications.unreadCount}),route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0238,apps/web/public/assets/routes/alert-center.mjs,4,button,Evaluate now,evaluate,HANDLER_BOUND,/api/v1/alerts/evaluate | /api/v1/alerts/rules | /api/v1/notifications?status=unread,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Evaluate now,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0239,apps/web/public/assets/routes/alert-center.mjs,6,button,Create,create-rule,HANDLER_BOUND,/api/v1/alerts/evaluate | /api/v1/alerts/rules | /api/v1/notifications?status=unread,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Create,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0240,apps/web/public/assets/routes/account-recovery.mjs,3,button,Consume recovery code,Consume recovery code,DEAD_OR_DECORATIVE,/api/v1/auth/mfa/recovery/consume | /api/v1/auth/mfa/recovery/regenerate | /api/v1/auth/mfa/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Consume recovery code,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0241,apps/web/public/assets/routes/account-recovery.mjs,3,button,Generate new codes,Generate new codes,DEAD_OR_DECORATIVE,/api/v1/auth/mfa/recovery/consume | /api/v1/auth/mfa/recovery/regenerate | /api/v1/auth/mfa/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Generate new codes,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0242,apps/web/public/assets/app.js,463,data-action,,inspect-market,HANDLER_BOUND,,navigation/command or route action,unknown,route-specific,route-specific,not consistently implemented,inspect rendered element,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0243,apps/web/public/assets/app.js,463,data-action,,open-providers,HANDLER_BOUND,,navigation/command or route action,unknown,route-specific,route-specific,not consistently implemented,inspect rendered element,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
