matrix_id,source_run,exact_head,route,action_state,browser,viewport,theme_request,motion,authentication,expected_truth,result,first_failure,console_errors,page_errors,failed_resources,horizontal_overflow_px,notes
OLD-0167,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,390x844,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0168,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,390x844,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0169,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,390x844,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0170,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,390x844,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0171,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,390x844,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0172,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,390x844,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0173,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,390x844,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0174,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,390x844,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0175,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,390x844,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0176,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,390x844,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0177,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,390x844,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0178,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,390x844,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0179,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,390x844,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0180,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,390x844,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0181,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,430x932,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0182,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,430x932,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0183,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,430x932,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0184,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,430x932,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0185,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,430x932,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0186,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,430x932,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0187,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,430x932,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0188,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,430x932,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0189,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,430x932,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0190,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,430x932,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0191,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,430x932,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0192,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,430x932,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0193,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,430x932,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0194,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,430x932,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0195,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,430x932,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0196,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,430x932,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0197,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,430x932,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0198,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,430x932,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0199,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,430x932,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0200,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,430x932,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0201,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,768x1024,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0202,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,768x1024,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:20,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0203,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,768x1024,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0204,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,768x1024,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0205,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,768x1024,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0206,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,768x1024,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0207,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,768x1024,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:20,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0208,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,768x1024,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0209,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,768x1024,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0210,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,768x1024,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0211,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,768x1024,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0212,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,768x1024,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:20,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0213,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,768x1024,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0214,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,768x1024,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0215,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,768x1024,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0216,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,768x1024,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0217,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,768x1024,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:20,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0218,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,768x1024,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0219,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,768x1024,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0220,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,768x1024,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0221,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0222,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0223,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:21,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0224,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0225,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0226,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0227,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0228,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:23,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0229,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0230,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0231,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0232,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0233,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:23,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0234,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0235,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0236,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0237,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0238,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:23,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0239,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0240,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0241,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:38,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0242,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:27,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0243,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:32,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0244,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0245,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0246,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:38,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0247,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:27,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0248,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:32,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0249,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
